Index,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
304,"Frustratedfingerstappingonthekeyboard,asymphonyofannoyancecomposinganunsolvablepuzzleofunmetexpectations.",Frustrated,12/17/2020 9:20,PuzzleComposer,Instagram, #Frustrated #UnsolvablePuzzle,12,24,India,2020,12,17,9
305,"Enviouseyesfixatedonthegildedprize,aheartachefueledbythepainfuldesireforpossessionsthatseemforeveroutofreach.",Envious,2/28/2021 22:45,GildedHeartache,Facebook, #Envious #GildedPrize,20,40,USA,2021,2,28,22
306,"Dismissiveglances,afortressbuiltwithindifference,wallsimpenetrabletothepleasofunderstandingandrecognition.",Dismissive,5/10/2018 14:00,IndifferentFort,Twitter, #Dismissive #ImpenetrableWalls,14,28,UK,2018,5,10,14
307,"Shattereddreamslieonthefloorlikefragmentsofglass,amosaicofdisappointmentcraftedbythehandsoffrustration.",Frustrated,1/7/2022 11:10,DreamMosaic,Instagram, #Frustrated #MosaicOfDisappointment,15,30,Canada,2022,1,7,11
308,"Loneliness,asilentcompanioninthenight,theonlyechointhechamberofsolitude,aheart'ssolitarynocturne.",Loneliness,9/19/2019 3:30,NocturnalEcho,Facebook, #Loneliness #SolitaryNocturne,18,36,Australia,2019,9,19,3
309,"Fearfulwhispersinthedark,themindhauntedbythespecteroftheunknown,shadowsdancingtotherhythmofanxiety'stune.",Fearful,7/14/2023 23:00,DarkWhispers,Twitter, #Fearful #SpecterOfTheUnknown,13,26,UK,2023,7,14,23
310,"Bitterness,abitteraftertastelingeringonthetongue,eachwordareminderofwoundsthatrefusetohealwiththepassingoftime.",Bitterness,4/5/2020 16:20,LingeringTaste,Instagram, #Bitterness #BitterAftertaste,10,20,India,2020,4,5,16
311,"Overwhelmedbythecacophonyofexpectations,adrowningsoulinthetempestofpressure,strugglingtostayafloat.",Overwhelmed,11/29/2021 8:45,TempestSurvivor,Facebook, #Overwhelmed #DrowningSoul,20,40,USA,2021,11,29,8
312,"Jealousy,avenomthatseepsthroughtheveins,poisoningtheheartandturningitintoabreedinggroundfordiscontent.",Jealous,12/12/2019 17:00,VenomousHeart,Twitter, #Jealous #HeartOfDiscontent,16,32,Australia,2019,12,12,17
313,"Devastatedbytherevelationofbetrayal,thetrustshatteredlikefragileglass,leavingshardsofpaininitswake.",Devastated,5/20/2022 14:50,FragileTrust,Instagram, #Devastated #ShatteredTrust,25,50,Canada,2022,5,20,14
314,"Frustratedattemptstomendabrokenconnection,thethreadsofunderstandingslippingthroughthefingerslikegrainsofsand.",Frustrated,9/3/2020 12:15,BrokenThreads,Facebook, #Frustrated #SlippingThreads,14,28,UK,2020,9,3,12
315,"Enviousgazescastuponthepodiumofsuccess,abitterpillswallowed,thetastelingeringasaconstantreminderofunattainedheights.",Envious,2/10/2021 19:30,SuccessPill,Twitter, #Envious #BitterPill,20,40,USA,2021,2,10,19
316,"Dismissivegestures,acurtaindrawntoshieldthevulnerability,astagewhereemotionstakeabackseattotheperformanceofindifference.",Dismissive,8/18/2018 14:40,CurtainShield,Instagram, #Dismissive #IndifferencePerformance,12,24,Australia,2018,8,18,14
317,"Despairlikeaheavyfog,envelopingeverythought,blurringthepathahead,ajourneyinthelabyrinthofutterhopelessness.",Despair,2/28/2022 21:00,FoggyLabyrinth,Facebook, #Despair #LabyrinthOfHopelessness,8,16,Canada,2022,2,28,21
318,"Bitterness,abitterchillintheair,freezingmomentsintoiciclesofresentmentthatdangleprecariouslyoverthelandscapeofmemory.",Bitterness,10/15/2019 10:30,IcyResentment,Twitter, #Bitterness #IciclesOfResentment,15,30,UK,2019,10,15,10
319,"Loneliness,asolitarymooninastarlesssky,castingacoldglowonthelandscapeofisolation,whereechoesbounceinemptyspaces.",Loneliness,12/1/2017 18:50,SolitaryMoon,Instagram, #Loneliness #StarlessSky,18,36,USA,2017,12,1,18
320,"Yearningforthewarmthofavanishedsun,aheartachepaintedinthehuesofasunsetthatnevergracedthehorizon.",Yearning,4/18/2020 16:15,VanishedSunset,Facebook, #Yearning #HuesOfSunset,10,20,Australia,2020,4,18,16
321,"Fearfuleyesscanningtheshadows,aprisonerofthenight,terrorizedbythelurkingmonstersbornfromthemind'sdarkestcorners.",Fearful,1/7/2023 3:30,NightPrisoner,Twitter, #Fearful #LurkingMonsters,18,36,India,2023,1,7,3
322,"Apprehensivewhispersinthewind,aforecastofuncertainty,themind'sweathervanespinningwildlyinthestormofdoubt.",Apprehensive,6/10/2021 10:00,WindWhisperer,Instagram, #Apprehensive #StormOfDoubt,14,28,Canada,2021,6,10,10
323,"Overwhelmedbythemazeofexpectations,aminotaurofpressurelurkinginthelabyrinth,waitingtodevourthespiritofresilience.",Overwhelmed,2/22/2020 15:20,MazeExplorer,Facebook, #Overwhelmed #MinotaurOfPressure,22,44,USA,2020,2,22,15
324,"Jealousy,afesteringwound,thepainintensifyingwitheachglanceatthegardenofothers'achievements,bloomingbeyondthefence.",Jealous,3/17/2018 14:45,WoundedGarden,Twitter, #Jealous #BloomingAchievements,16,32,UK,2018,3,17,14
325,"Devastated,aheartinruins,theechoesofshattereddreamsreverberatinginthechambers,arequiemforwhatoncewaswhole.",Devastated,10/28/2022 11:15,RuinedHeart,Instagram, #Devastated #EchoesOfShatteredDreams,25,50,Australia,2022,10,28,11
326,"Frustratedattemptstountangletheknotofconfusion,thethreadsofunderstandingslippingfurtherintothelabyrinthofmiscommunication.",Frustrated,11/1/2020 12:30,KnotUntangler,Facebook, #Frustrated #LabyrinthOfMiscommunication,14,28,India,2020,11,1,12
327,"Enviouseyeslockedonthetreasurechestofopportunities,aheartachefueledbythedesireforkeysthatseemforeverelusive.",Envious,1/15/2021 22:10,ElusiveKeys,Twitter, #Envious #DesireForKeys,20,40,USA,2021,1,15,22
328,"Dismissivegestures,acurtaindrawntoshieldthevulnerability,astagewhereemotionstakeabackseattotheperformanceofindifference.",Dismissive,8/18/2018 14:00,IndifferentFort,Instagram, #Dismissive #IndifferencePerformance,12,24,Australia,2018,8,18,14
329,"Shattereddreamslieonthefloorlikefragmentsofglass,amosaicofdisappointmentcraftedbythehandsoffrustration.",Frustrated,1/7/2022 11:10,DreamMosaic,Twitter, #Frustrated #MosaicOfDisappointment,15,30,Canada,2022,1,7,11
330,"Loneliness,asilentcompanioninthenight,theonlyechointhechamberofsolitude,aheart'ssolitarynocturne.",Loneliness,9/19/2019 3:30,NocturnalEcho,Facebook, #Loneliness #SolitaryNocturne,18,36,Australia,2019,9,19,3
331,Awe-struckbythebreathtakingsunriseoverthemountains.,Awe,4/3/2022 6:15,NatureAdmirer,Instagram, #Awe #BreathtakingSunrise,28,55,USA,2022,4,3,6
332,Navigatingthroughthechallengeswithdetermination.,Determination,10/12/2023 10:30,GoalPursuer,Twitter, #Determination #Challenges,15,30,Canada,2023,10,12,10
333,Nostalgiahitswhileflippingthroughanoldphotoalbum.,Nostalgia,6/28/2019 19:00,MemoryLane,Facebook, #Nostalgia #OldMemories,22,45,UK,2019,6,28,19
334,Thrilledtowitnessthegrandeurofaculturalfestival.,Thrill,9/15/2020 14:45,CultureEnthusiast,Instagram, #Thrill #CulturalCelebration,40,80,India,2020,9,15,14
335,Calmnessfoundintherhythmofraindropsonthewindowpane.,Calmness,11/8/2017 21:20,RainWatcher,Twitter, #Calmness #RainyDays,18,35,Australia,2017,11,8,21
336,Overwhelmedbythesupportreceivedduringapersonalchallenge.,Overwhelmed,5/20/2021 17:30,PersonalJourney,Facebook, #Overwhelmed #SupportiveCommunity,25,50,USA,2021,5,20,17
337,Excitementbuildsasthecountdowntoalong-awaitedvacationbegins.,Excitement,1/10/2023 12:00,VacationDreamer,Instagram, #Excitement #VacationCountdown,30,60,France,2023,1,10,12
338,"Reflectingonlife'sjourney,gratefulforthelessonslearned.",Gratitude,12/5/2018 8:45,LifeLearner,Twitter, #Gratitude #LifeLessons,35,70,Brazil,2018,12,5,8
339,Bittersweetemotionsarisewhilebiddingfarewelltoadearfriend.,Bittersweet,3/15/2020 18:30,FarewellSender,Instagram, #Bittersweet #Farewell,20,40,Japan,2020,3,15,18
340,Curiositysparkedbyexploringamysteriousancientruin.,Curiosity,8/22/2016 15:10,HistoryExplorer,Facebook, #Curiosity #AncientDiscovery,18,35,Greece,2016,8,22,15
341,Admirationfortheintricatedetailsofahandcraftedmasterpiece.,Admiration,8/20/2019 16:00,CraftEnthusiast,Instagram, #Admiration #HandcraftedArt,25,50,USA,2019,8,20,16
342,Overjoyedbythewarmthofacozyfireplaceonawinterevening.,Overjoyed,12/8/2021 19:30,WinterLover,Twitter, #Overjoyed #WinterWarmth,18,35,Canada,2021,12,8,19
343,Inspirationstrikeswhileobservingthecolorsofavibrantsunset.,Inspiration,6/10/2020 20:45,SunsetWatcher,Instagram, #Inspiration #ColorfulSunset,30,60,UK,2020,6,10,20
344,Motivatedtoachievefitnessgoalsafteraninvigoratingworkout.,Motivation,2/28/2022 7:15,FitnessJunkie,Facebook, #Motivation #FitnessGoals,40,80,Australia,2022,2,28,7
345,Gratitudeforthesimplejoysfoundinacupofmorningcoffee.,Gratitude,4/15/2017 8:00,CoffeeLover,Twitter, #Gratitude #MorningCoffee,22,45,India,2017,4,15,8
346,Feelingempoweredafterconqueringachallenginghikingtrail.,Empowerment,9/5/2018 14:20,HikingExplorer,Instagram, #Empowerment #HikingAdventure,35,70,USA,2018,9,5,14
347,Amusedbytheanticsofplayfulkittensduringplaytime.,Amusement,10/22/2022 12:45,KittyObserver,Facebook, #Amusement #PlayfulKittens,15,30,Canada,2022,10,22,12
348,Contemplatinglife'smysteriesunderthestarrynightsky.,Contemplation,7/2/2016 23:30,Stargazer,Twitter, #Contemplation #StarryNight,28,55,UK,2016,7,2,23
349,Joyfulreunionwithlong-lostfriendsafteryearsofseparation.,JoyfulReunion,11/18/2020 17:10,FriendshipRenewal,Instagram, #JoyfulReunion #Friendship,20,40,India,2020,11,18,17
350,Excitementbuildswhilepreparingforasurprisecelebration.,Excitement,3/5/2023 15:00,CelebrationPlanner,Facebook, #Excitement #SurpriseCelebration,30,60,Australia,2023,3,5,15
351,SatisfactionderivedfromsuccessfullycompletingaDIYproject.,Satisfaction,12/1/2015 11:30,DIYEnthusiast,Twitter, #Satisfaction #DIYProject,25,50,USA,2015,12,1,11
352,Feelingblessedforthesupportivecommunityintimesofneed.,Blessed,9/10/2021 9:45,CommunityHelper,Instagram, #Blessed #SupportiveCommunity,18,35,UK,2021,9,10,9
353,Captivatedbytheserenityofatranquilgardeninfullbloom.,Serenity,5/12/2018 14:20,GardenEnthusiast,Facebook, #Serenity #TranquilGarden,22,45,Canada,2018,5,12,14
354,Anticipationforanupcomingadventureinanexoticdestination.,Anticipation,7/25/2022 10:00,Wanderlust,Twitter, #Anticipation #AdventureAwaits,40,80,India,2022,7,25,10
355,Reflectingonpersonalgrowthachievedthroughlifeexperiences.,Reflection,3/8/2019 18:30,GrowthSeeker,Instagram, #Reflection #PersonalGrowth,35,70,USA,2019,3,8,18
356,Nostalgicmemoriesfloodinwhilerevisitingchildhoodfavorites.,Nostalgia,1/28/2017 21:15,ChildhoodMemories,Facebook, #Nostalgia #ChildhoodFavorites,20,40,Australia,2017,1,28,21
357,Appreciationforthevibrantcultureexperiencedduringtravel.,Appreciation,11/14/2016 13:45,CultureExplorer,Twitter, #Appreciation #CulturalExperience,28,55,UK,2016,11,14,13
358,Confidencesoarsafterovercomingpublicspeakinganxiety.,Confidence,4/2/2020 17:30,PublicSpeaker,Instagram, #Confidence #OvercomingAnxiety,15,30,USA,2020,4,2,17
359,Contentmentinthemidstofafamilygatheringfilledwithlaughter.,Contentment,1/15/2023 19:00,FamilyCelebration,Facebook, #Contentment #FamilyLaughter,25,50,Canada,2023,1,15,19
360,Enthusiasmforlearningnewskillsandexpandingknowledge.,Enthusiasm,8/7/2018 12:15,LifelongLearner,Twitter, #Enthusiasm #SkillBuilding,30,60,India,2018,8,7,12
361,Surpriseanddelightatdiscoveringahiddengeminthecity.,Surprise,10/18/2019 16:45,CityExplorer,Instagram, #Surprise #HiddenGem,18,35,UK,2019,10,18,16
362,Asenseofaccomplishmentaftercompletingachallengingworkout.,Accomplishment,6/30/2022 7:00,FitnessAchiever,Facebook, #Accomplishment #FitnessSuccess,22,45,Australia,2022,6,30,7
363,Wondermentatthebeautyofadoublerainbowaftertherain.,Wonderment,6/12/2017 18:20,RainbowChaser,Twitter, #Wonderment #DoubleRainbow,35,70,USA,2017,6,12,18
364,Optimismforabrightfutureamidstchallengingtimes.,Optimism,7/5/2021 9:30,FutureOptimist,Instagram, #Optimism #BrightFuture,20,40,Canada,2021,7,5,9
365,Prideinachievingapersonalmilestoneincareerprogression.,Pride,4/15/2016 14:50,CareerAchiever,Facebook, #Pride #CareerMilestone,28,55,UK,2016,4,15,14
366,Happinessbloomslikeflowersinagardenonasunnyday.,Happiness,2/10/2020 11:15,SunnyDayEnthusiast,Twitter, #Happiness #SunnyDay,15,30,India,2020,2,10,11
367,Elationoverdiscoveringararebookinaquaintbookstore.,Elation,9/22/2018 16:30,Bookworm,Instagram, #Elation #RareBookDiscovery,40,80,USA,2018,9,22,16
368,Curiositypiquedbythemysteriesofanancientarchaeologicalsite.,Curiosity,11/8/2015 10:00,ArchaeologyEnthusiast,Facebook, #Curiosity #AncientMysteries,18,35,Australia,2015,11,8,10
369,Mesmerizedbythecosmicdanceoffirefliesonamoonlitnight.,Enchantment,8/10/2022 22:00,NightSkyObserver,Instagram, #Enchantment #CosmicFireflies,25,50,Brazil,2022,8,10,22
370,Intriguedbythesymphonyofcolorsinanabstractartexhibition.,Intrigue,4/5/2019 17:30,ArtConnoisseur,Twitter, #Intrigue #AbstractArt,18,35,France,2019,4,5,17
371,Gigglesandjoyechointheairduringachildren'splaydate.,PlayfulJoy,12/15/2020 15:45,PlayfulParent,Facebook, #PlayfulJoy #ChildrensPlaydate,22,45,Japan,2020,12,15,15
372,Envelopedinserenitywhilepracticingmindfulnessbythelake.,Mindfulness,10/20/2017 8:15,ZenSeeker,Instagram, #Mindfulness #LakeTranquility,35,70,Canada,2017,10,20,8
373,Chasingdreamslikeakitesoaringhighinthevastopensky.,DreamChaser,2/28/2021 13:00,SkyDreamer,Twitter, #DreamChaser #SkyHighDreams,30,60,Australia,2021,2,28,13
374,Spellboundbytheeleganceofaballroomdanceundercrystalchandeliers.,Elegance,6/12/2018 20:30,DanceEnthusiast,Facebook, #Elegance #BallroomDance,28,55,UK,2018,6,12,20
375,Whimsicaldelightinaworldoffairytalesandmagicalcreatures.,Whimsy,3/8/2016 14:20,FairyTaleExplorer,Instagram, #Whimsy #MagicalWorld,20,40,USA,2016,3,8,14
376,Pensivecontemplationamidtheancientruinsofaforgottencivilization.,Pensive,4/18/2023 17:10,RuinsExplorer,Twitter, #Pensive #AncientCivilization,18,35,Greece,2023,4,18,17
377,Embracingthethrillofspeedonarollercoaster'sexhilaratingtwists.,Thrill,7/25/2020 12:45,RollercoasterFan,Facebook, #Thrill #RollercoasterAdventure,22,45,Germany,2020,7,25,12
378,Harmonyresonatesasmusiciansplayamelodyofunityandtogetherness.,Harmony,11/30/2019 19:30,MusicHarmonist,Instagram, #Harmony #MusicalUnity,35,70,Sweden,2019,11,30,19
379,Aburstofcreativityinthequietsolitudeofanartist'sstudio.,Creativity,9/1/2015 16:00,StudioArtist,Twitter, #Creativity #ArtistsHaven,15,30,Italy,2015,9,1,16
380,Radiantjoyakintobloomingflowersonasun-kissedspringmorning.,Radiance,5/5/2022 10:15,SpringEnthusiast,Facebook, #Radiance #SpringBlooms,25,50,Netherlands,2022,5,5,10
381,Asenseofwonderatthevastnessofthecosmosonastargazingnight.,Wonder,7/8/2018 23:00,CosmosExplorer,Instagram, #Wonder #StargazingAdventure,40,80,SouthAfrica,2018,7,8,23
382,Rejuvenatedbythesaltybreezeandthesoundofwavesattheseaside.,Rejuvenation,9/20/2021 14:30,SeaBreezeLover,Twitter, #Rejuvenation #SeasideEscape,18,35,Spain,2021,9,20,14
383,Whispersofinspirationfromtherustlingleavesinasereneforest.,Inspiration,11/15/2016 11:45,ForestDreamer,Facebook, #Inspiration #ForestWhispers,28,55,Portugal,2016,11,15,11
384,Savoringthewarmthofacupofcocoaonachillywinterevening.,Coziness,1/12/2020 18:00,WinterWarmth,Instagram, #Coziness #WarmWinterEvening,30,60,Switzerland,2020,1,12,18
385,Heartfeltgratitudeforthelaughtersharedduringafamilyreunion.,Gratitude,12/28/2017 19:15,FamilyGatherer,Facebook, #Gratitude #FamilyLaughter,22,45,Austria,2017,12,28,19
386,"Embarkingonaculinaryadventure,savoringexoticflavorsaroundtheworld.",Adventure,3/2/2019 20:20,CulinaryExplorer,Twitter, #Adventure #CulinaryJourney,35,70,Belgium,2019,3,2,20
387,Euphoriafloodsinasthefinalpuzzlepiececlicksintoplace.,Euphoria,6/8/2022 15:30,PuzzleSolver,Instagram, #Euphoria #PuzzleCompletion,20,40,Denmark,2022,6,8,15
388,Awe-inspiredbythegrandeurofanancientcathedral'sintricatearchitecture.,Awe,8/18/2018 14:45,CathedralVisitor,Facebook, #Awe #ArchitecturalGrandeur,18,35,CzechRepublic,2018,8,18,14
389,Captivatedbytheetherealbeautyofafieldfilledwithfireflies.,Enchantment,8/10/2022 22:00,NightSkyObserver,Instagram, #Enchantment #FireflyField,25,50,Brazil,2022,8,10,22
390,Immersedintheenchantingmelodiesofastreetmusician'sviolin.,Melodic,4/5/2019 17:30,MusicLover,Twitter, #Melodic #StreetMusic,18,35,France,2019,4,5,17
391,Joyfullaughterresonatesthroughalivelysummercarnival.,FestiveJoy,12/15/2020 15:45,CarnivalGoer,Facebook, #FestiveJoy #SummerCarnival,22,45,Japan,2020,12,15,15
392,Exploringtheuniversewithinduringamindfulmeditationsession.,InnerJourney,10/20/2017 8:15,MindfulExplorer,Instagram, #InnerJourney #MeditationBliss,35,70,Canada,2017,10,20,8
393,Soaringlikeafreespiritonthewindsofacoastalcliff.,Freedom,2/28/2021 13:00,CoastalExplorer,Twitter, #Freedom #CoastalAdventure,30,60,Australia,2021,2,28,13
394,Dazzledbytheeleganceofamasqueradeball'sdazzlingcostumes.,Dazzle,6/12/2018 20:30,MasqueradeAttendee,Facebook, #Dazzle #MasqueradeElegance,28,55,UK,2018,6,12,20
395,Whimsicaldelightinaworldofwhimsicalfairytales.,Whimsy,3/8/2016 14:20,FairyTaleAdventurer,Instagram, #Whimsy #FairyTaleMagic,20,40,USA,2016,3,8,14
396,Reflectivecontemplationamidtheruinsofaforgottenera.,Reflection,4/18/2023 17:10,RuinsExplorer,Twitter, #Reflection #ForgottenEra,18,35,Greece,2023,4,18,17
397,Ridingtheadrenalinerushonarollercoaster'swildtwists.,Adrenaline,7/25/2020 12:45,ThrillSeeker,Facebook, #Adrenaline #RollercoasterThrills,22,45,Germany,2020,7,25,12
398,Harmonyresonatesasmusiciansplayasymphonyofunity.,Harmony,11/30/2019 19:30,MusicHarmonist,Instagram, #Harmony #MusicalUnity,35,70,Sweden,2019,11,30,19
399,Aburstofartisticcreativityinthequietudeofanartist'sstudio.,ArtisticBurst,9/1/2015 16:00,StudioArtist,Twitter, #ArtisticBurst #StudioCreativity,15,30,Italy,2015,9,1,16
400,Radiantjoyakintoblossomingflowersonasunlitspringmorning.,Radiance,5/5/2022 10:15,SpringEnthusiast,Facebook, #Radiance #SpringBlooms,25,50,Netherlands,2022,5,5,10
401,Awe-inspiredbythevastnessofthecosmosonastargazingnight.,Wonder,7/8/2018 23:00,CosmosExplorer,Instagram, #Wonder #StargazingAdventure,40,80,SouthAfrica,2018,7,8,23
402,Rejuvenatedbythesaltybreezeandthesoundofwavesattheseaside.,Rejuvenation,9/20/2021 14:30,SeaBreezeLover,Twitter, #Rejuvenation #SeasideEscape,18,35,Spain,2021,9,20,14
403,Whispersofinspirationfromtherustlingleavesinasereneforest.,Inspiration,11/15/2016 11:45,ForestDreamer,Facebook, #Inspiration #ForestWhispers,28,55,Portugal,2016,11,15,11
404,Savoringthewarmthofacupofcocoaonachillywinterevening.,Coziness,1/12/2020 18:00,WinterWarmth,Instagram, #Coziness #WarmWinterEvening,30,60,Switzerland,2020,1,12,18
405,Heartfeltgratitudeforthelaughtersharedduringafamilyreunion.,Gratitude,12/28/2017 19:15,FamilyGatherer,Facebook, #Gratitude #FamilyLaughter,22,45,Austria,2017,12,28,19
406,"Embarkingonaculinaryodyssey,savoringflavorsaroundtheworld.",CulinaryOdyssey,3/2/2019 20:20,CulinaryExplorer,Twitter, #CulinaryOdyssey #FlavorsAroundTheWorld,35,70,Belgium,2019,3,2,20
407,Euphoriafloodsinasthefinalpuzzlepiecefitsperfectly.,Euphoria,6/8/2022 15:30,PuzzleSolver,Instagram, #Euphoria #PerfectPuzzle,20,40,Denmark,2022,6,8,15
408,Awe-struckbythegrandeurofanancientcathedral'sintricatearchitecture.,Awe,8/18/2018 14:45,CathedralVisitor,Facebook, #Awe #ArchitecturalGrandeur,18,35,CzechRepublic,2018,8,18,14
409,Curiosityawakenedbythemysteriesofanancientarchaeologicalsite.,Curiosity,11/8/2015 10:00,ArchaeologyEnthusiast,Instagram, #Curiosity #AncientMysteries,18,35,Australia,2015,11,8,10
410,Giddywithexcitementasthefirstsnowflakesdancefromthesky.,Excitement,12/2/2020 17:30,SnowfallEnthusiast,Twitter, #Excitement #SnowfallMagic,22,45,Canada,2020,12,2,17
411,Contentmentenvelopsasthearomaoffreshlybakedbreadfillstheair.,Contentment,6/10/2017 12:15,BreadLover,Instagram, #Contentment #FreshBreadAroma,28,55,France,2017,6,10,12
412,Inspiredbytheresilienceofalonetreestandingtallinastorm.,Resilience,4/15/2021 14:20,NatureResilient,Facebook, #Resilience #StandingTall,35,70,USA,2021,4,15,14
413,"Lostinthepagesofacaptivatingnovel,transportedtoanotherworld.",Immersion,9/28/2019 19:45,Bookworm,Twitter, #Immersion #CaptivatingNovel,20,40,UK,2019,9,28,19
414,Drenchedinnostalgiawhileflippingthroughanoldfamilyphotoalbum.,Nostalgia,12/5/2016 21:00,FamilyHistorian,Instagram, #Nostalgia #FamilyPhotoAlbum,25,50,India,2016,12,5,21
415,Sparkofinspirationigniteslikeashootingstarinthenightsky.,Spark,2/10/2018 23:30,NightSkyWatcher,Facebook, #Spark #InspirationIgnited,30,60,Australia,2018,2,10,23
416,Imbuedwithgratitudeforthesimplepleasureofawarmcupoftea.,Gratitude,2/15/2023 8:30,TeaEnthusiast,Twitter, #Gratitude #WarmTea,18,35,Japan,2023,2,15,8
417,Marvelingatthekaleidoscopeofcolorsinavibrantstreetmarket.,Marvel,8/22/2015 15:00,MarketExplorer,Instagram, #Marvel #ColorfulStreetMarket,22,45,Brazil,2015,8,22,15
418,Awashwithserenityasthesunsetsoveratranquillakesideretreat.,Serenity,11/20/2020 18:45,LakesideRetreater,Facebook, #Serenity #TranquilSunset,28,55,Germany,2020,11,20,18
419,Drowninginsorrowasmemoriesoflostloveresurface.,Heartbreak,8/5/2019 21:00,LostInLove,Instagram, #Heartbreak #LostLove,15,30,USA,2019,8,5,21
420,Numbnesssetsinastheweightoflonelinessgrowsheavier.,Loneliness,2/12/2021 16:45,SolitudeSeeker,Twitter, #Loneliness #HeavyHeart,18,35,Canada,2021,2,12,16
421,"Tearsfalllikeraindrops,mourningtheendofacherishedfriendship.",Grief,11/28/2020 14:20,FriendshipsEnd,Facebook, #Grief #LostFriendship,22,45,UK,2020,11,28,14
422,"Despaircloudsthemind,feelingadriftinanendlessseaofdarkness.",Despair,5/15/2016 22:30,LostInDarkness,Instagram, #Despair #EndlessDarkness,28,55,Australia,2016,5,15,22
423,"Shatteredbybetrayal,trustcrumbleslikefragileglass.",Betrayal,9/10/2018 13:15,BrokenTrust,Twitter, #Betrayal #ShatteredTrust,22,45,Germany,2018,9,10,13
424,"Achingheart,thesymphonyofpainplaysinthesilenceofsolitude.",Suffering,3/20/2022 19:30,SilentSufferer,Facebook, #Suffering #HeartacheSymphony,25,50,Brazil,2022,3,20,19
425,"Emotionalstorm,awhirlwindofsadnessengulfseverythought.",EmotionalStorm,7/18/2017 17:45,StormyFeelings,Instagram, #EmotionalStorm #SadnessWhirlwind,30,60,India,2017,7,18,17
426,"Hauntedbyregrets,theghostofthepastlingersrelentlessly.",Regret,12/15/2018 10:00,LingeringGhost,Twitter, #Regret #HauntedPast,18,35,France,2018,12,15,10
427,"Tornapartbygrief,theechoesoflossreverberatethroughthesoul.",Grief,6/28/2015 21:15,EchoesOfLoss,Facebook, #Grief #TornApart,28,55,Italy,2015,6,28,21
428,"Isolationdeepens,anemotionalwinterwherewarmthisbutadistantmemory.",Isolation,4/2/2020 14:20,WinterOfEmotions,Instagram, #Isolation #EmotionalWinter,35,70,Japan,2020,4,2,14
429,"Soul-crushingdisappointment,hopesshatteredlikefragileglass.",Disappointment,10/8/2019 18:30,ShatteredHopes,Twitter, #Disappointment #CrushedHopes,20,40,Spain,2019,10,8,18
430,"Painfulechoesofaloveoncecherished,nowlostintheabyssoftime.",LostLove,11/22/2016 9:45,AbyssOfTime,Facebook, #LostLove #PainfulEchoes,22,45,Netherlands,2016,11,22,9
431,"Heartachedeepens,asolitaryjourneythroughtheabyssofdespair.",Despair,8/18/2022 22:00,SolitaryDescent,Instagram, #Despair #AbyssOfHeartache,40,80,SouthAfrica,2022,8,18,22
432,"Melancholylingers,abittersweetserenadeinthequietudeofsolitude.",Melancholy,3/12/2017 23:30,SerenadeOfSolitude,Twitter, #Melancholy #QuietSerenade,18,35,UK,2017,3,12,23
433,"Bitternesslikeapoison,seepingintoeverycreviceofthewoundedheart.",Bitterness,12/15/2015 16:15,PoisonedHeart,Facebook, #Bitterness #WoundedHeart,25,50,Australia,2015,12,15,16
434,"Emotionalexhaustion,theweightoftheworldcrushingwearyshoulders.",Exhaustion,9/5/2021 13:30,WearySoulCrushed,Instagram, #Exhaustion #CrushedSpirit,35,70,Canada,2021,9,5,13
435,"Sorrowfulechoes,asymphonyofpainplayedbythestringsofloss.",Sorrow,5/22/2018 20:45,StringsOfSorrow,Twitter, #Sorrow #SymphonyOfLoss,18,35,Germany,2018,5,22,20
436,"Darknessdescends,engulfingthesoulintheshadowsofdespair.",Darkness,7/10/2016 18:20,SoulInShadow,Facebook, #Darkness #SoulEngulfed,28,55,USA,2016,7,10,18
437,"Desperationwhispers,thesilentpleaforaglimmerofhopeintheabyss.",Desperation,4/30/2019 14:00,WhisperedDespair,Instagram, #Desperation #GlimmerOfHope,22,45,France,2019,4,30,14
438,"Heartinruins,theremnantsofshattereddreamsscatteredinthewind.",Ruins,1/8/2022 11:30,DreamsInWind,Twitter, #Ruins #ShatteredDreams,20,40,Brazil,2022,1,8,11
439,"Shatteredbytheechoesofashattereddream,fragmentsofhopescattered.",Desolation,9/10/2017 19:15,DreamEchoes,Twitter, #Desolation #ScatteredHope,20,40,Australia,2017,9,10,19
440,"Avoidingthethornsofregret,walkingbarefootonthepathofremorse.",Regret,4/18/2022 11:30,RemorseWalker,Instagram, #Regret #PathOfRemorse,25,50,Canada,2022,4,18,11
441,"Inthelabyrinthofgrief,thewallsechowiththefootstepsoflostjoy.",Grief,12/5/2018 21:45,JoyLabyrinth,Facebook, #Grief #LostJoyFootsteps,18,35,USA,2018,12,5,21
442,"Asouladriftintheseaofsolitude,wavesoflonelinesscrashingrelentlessly.",Loneliness,6/28/2016 14:20,SolitudeSeas,Twitter, #Loneliness #CrashingWaves,22,45,UK,2016,6,28,14
443,"Thebitternessofbetrayal,atastethatlingers,stainingthepalateoftrust.",Bitterness,10/22/2019 17:00,PalateStainer,Instagram, #Bitterness #StainedTrust,15,30,Germany,2019,10,22,17
